ID,Match,Player,Team,PTS,REB,AST,MIN,FGM,FGA,2PM,2PA,3PM,3PA,FTM,FTA,+/-,OR,DR,PF,ST,TO,BS,BA,TFS,Playtime,PER
BALresults/MPcuXRSu.csvConde I.SLA,BALresults/MPcuXRSu.csv,Conde I.,SLA,12,10,4,28:32:00,6,7,6,7,0,0,0,0,16,3,7,3,0,0,0,0,0,28.53333333,27.47575935
BALresults/MPcuXRSu.csvBarnaba N.CIT,BALresults/MPcuXRSu.csv,Barnaba N.,CIT,8,9,2,23:08,3,8,2,5,1,3,1,2,-22,4,5,2,0,1,0,0,0,23.13333333,15.20295389
BALresults/MPcuXRSu.csvMara M.SLA,BALresults/MPcuXRSu.csv,Mara M.,SLA,7,4,0,16:07,3,6,2,3,1,3,0,0,8,1,3,3,0,1,0,1,0,16.11666667,10.53623578
BALresults/MPcuXRSu.csvRoebuck Jr. G.CIT,BALresults/MPcuXRSu.csv,Roebuck Jr. G.,CIT,7,6,3,29:22:00,2,10,0,4,2,6,1,4,-23,3,3,3,0,4,0,0,0,29.36666667,-1.804835414
BALresults/MPcuXRSu.csvMabil M.SLA,BALresults/MPcuXRSu.csv,Mabil M.,SLA,2,0,0,0:36,1,1,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0.6,233.0116667
BALresults/MPcuXRSu.csvOkello J.CIT,BALresults/MPcuXRSu.csv,Okello J.,CIT,2,4,1,14:27,1,2,1,1,0,1,0,0,-1,3,1,1,0,1,0,0,0,14.45,9.868719723
BALresults/MPcuXRSu.csvSompare A.SLA,BALresults/MPcuXRSu.csv,Sompare A.,SLA,2,0,0,0:36,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0.6,143.1833333
BALresults/MPcuXRSu.csvOdeke T.CIT,BALresults/MPcuXRSu.csv,Odeke T.,CIT,1,0,0,21:35,0,4,0,2,0,2,1,2,-22,0,0,1,0,0,1,1,0,21.58333333,-5.003397683
BALresults/MPcuXRSu.csvBaale F.CIT,BALresults/MPcuXRSu.csv,Baale F.,CIT,0,1,1,10:36,0,4,0,0,0,4,0,0,-11,0,1,0,0,1,0,0,0,10.6,-15.21443396
BALresults/MPcuXRSu.csvBah A.SLA,BALresults/MPcuXRSu.csv,Bah A.,SLA,0,6,0,8:05,0,5,0,5,0,0,0,0,8,4,2,2,1,0,0,0,0,8.083333333,1.209030928
BALresults/MPcuXRSu.csvEnabu J.CIT,BALresults/MPcuXRSu.csv,Enabu J.,CIT,0,4,1,11:46,0,1,0,1,0,0,0,2,2,0,4,2,0,0,0,0,0,11.76666667,-1.717988669
BALresults/MPcuXRSu.csvGhedi A.CIT,BALresults/MPcuXRSu.csv,Ghedi A.,CIT,0,1,0,6:38,0,0,0,0,0,0,0,0,-6,0,1,2,0,2,0,0,0,6.633333333,-19.21130653
BALresults/MPcuXRSu.csvKaba A.SLA,BALresults/MPcuXRSu.csv,Kaba A.,SLA,0,0,0,0:41,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0.683333333,-25.13268293
BALresults/MPcuXRSu.csvMuhwezi I.CIT,BALresults/MPcuXRSu.csv,Muhwezi I.,CIT,0,1,1,3:58,0,1,0,0,0,1,0,0,-5,1,0,1,0,1,0,0,0,3.966666667,-9.174957983
BALresults/MPcuXRSu.csvObe S.CIT,BALresults/MPcuXRSu.csv,Obe S.,CIT,0,1,0,6:16,0,2,0,2,0,0,0,0,5,0,1,0,0,0,0,0,0,6.266666667,-10.16058511
BALresults/p4MZBrcU.csvGoncalves L.PET,BALresults/p4MZBrcU.csv,Goncalves L.,PET,15,9,4,23:23,5,11,3,4,2,7,3,3,37,4,5,1,3,1,0,0,0,23.38333333,38.40692801
BALresults/p4MZBrcU.csvHall J.CAP,BALresults/p4MZBrcU.csv,Hall J.,CAP,14,6,3,31:24:00,5,13,4,10,1,3,3,7,-36,0,6,3,1,5,0,1,0,31.4,4.876464968
BALresults/p4MZBrcU.csvDundao C.PET,BALresults/p4MZBrcU.csv,Dundao C.,PET,13,1,2,20:38,5,11,2,2,3,9,0,0,32,1,0,1,3,4,0,0,0,20.63333333,18.76352181
BALresults/p4MZBrcU.csvHollis D.PET,BALresults/p4MZBrcU.csv,Hollis D.,PET,13,8,2,21:46,5,7,5,6,0,1,3,3,5,2,6,3,0,2,0,0,0,21.76666667,26.11171516
BALresults/p4MZBrcU.csvPedro J.PET,BALresults/p4MZBrcU.csv,Pedro J.,PET,13,5,0,21:18,4,5,4,5,0,0,5,8,29,3,2,3,0,0,0,0,0,21.3,26.94197183
BALresults/p4MZBrcU.csvBuiamba G.PET,BALresults/p4MZBrcU.csv,Buiamba G.,PET,10,3,1,11:41,4,5,4,4,0,1,2,3,6,1,2,5,0,0,0,0,0,11.68333333,33.84821683
BALresults/p4MZBrcU.csvMorais C.PET,BALresults/p4MZBrcU.csv,Morais C.,PET,9,4,4,25:18:00,4,11,3,4,1,7,0,0,37,1,3,2,1,2,0,0,0,25.3,10.0727668
BALresults/p4MZBrcU.csvWade Z.CAP,BALresults/p4MZBrcU.csv,Wade Z.,CAP,9,2,3,24:38:00,2,5,1,3,1,2,4,5,-21,0,2,0,0,1,1,2,0,24.63333333,15.91477673
BALresults/p4MZBrcU.csvGbinije M.CAP,BALresults/p4MZBrcU.csv,Gbinije M.,CAP,8,8,2,24:01:00,3,9,2,5,1,4,1,2,-24,3,5,3,1,4,0,0,0,24.01666667,6.176835531
BALresults/p4MZBrcU.csvGakou A.PET,BALresults/p4MZBrcU.csv,Gakou A.,PET,6,4,1,17:54,1,4,0,0,1,4,3,4,33,1,3,2,2,0,0,0,0,17.9,18.54608939
BALresults/p4MZBrcU.csvGanapamo E.CAP,BALresults/p4MZBrcU.csv,Ganapamo E.,CAP,5,2,1,27:42:00,2,9,2,6,0,3,1,2,-30,1,1,3,1,1,0,0,0,27.7,-1.397256318
BALresults/p4MZBrcU.csvMajok A.PET,BALresults/p4MZBrcU.csv,Majok A.,PET,5,6,4,18:42,2,4,2,3,0,1,1,2,10,0,6,4,0,6,2,0,0,18.7,1.78855615
BALresults/p4MZBrcU.csvSibanyoni N.CAP,BALresults/p4MZBrcU.csv,Sibanyoni N.,CAP,4,0,0,11:46,2,3,2,3,0,0,0,0,-17,0,0,3,1,1,0,0,0,11.76666667,6.893031161
BALresults/p4MZBrcU.csvBastos P.PET,BALresults/p4MZBrcU.csv,Bastos P.,PET,3,2,0,11:22,1,5,0,1,1,4,0,0,-1,2,0,0,0,1,0,0,0,11.36666667,0.474193548
BALresults/p4MZBrcU.csvCele S.CAP,BALresults/p4MZBrcU.csv,Cele S.,CAP,3,4,1,26:04:00,1,6,1,5,0,1,1,6,-27,2,2,1,1,2,0,0,0,26.06666667,-3.539002558
BALresults/p4MZBrcU.csvPrinsloo P.CAP,BALresults/p4MZBrcU.csv,Prinsloo P.,CAP,3,5,1,27:17:00,1,7,0,3,1,4,0,0,-31,2,3,3,0,2,0,0,0,27.28333333,-3.650983506
BALresults/p4MZBrcU.csvMofokeng L.CAP,BALresults/p4MZBrcU.csv,Mofokeng L.,CAP,2,2,1,7:16,0,2,0,2,0,0,2,4,0,2,0,1,1,0,0,0,0,7.266666667,17.18917431
BALresults/p4MZBrcU.csvChime A.PET,BALresults/p4MZBrcU.csv,Chime A.,PET,0,1,0,0:20,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0.333333333,44.121
BALresults/p4MZBrcU.csvDiabate M.PET,BALresults/p4MZBrcU.csv,Diabate M.,PET,0,6,4,15:46,0,4,0,2,0,2,0,0,6,0,6,2,0,0,1,1,0,15.76666667,4.758900634
BALresults/p4MZBrcU.csvDomingos G.PET,BALresults/p4MZBrcU.csv,Domingos G.,PET,0,0,1,8:16,0,3,0,1,0,2,0,0,-1,0,0,0,0,0,0,0,0,8.266666667,-10.02737903
BALresults/p4MZBrcU.csvHendawy S.PET,BALresults/p4MZBrcU.csv,Hendawy S.,PET,0,3,0,3:36,0,1,0,1,0,0,0,0,1,1,2,0,0,0,0,0,0,3.6,8.170555556
BALresults/p4MZBrcU.csvMthembu S.CAP,BALresults/p4MZBrcU.csv,Mthembu S.,CAP,0,1,0,7:42,0,2,0,2,0,0,0,0,-4,0,1,3,0,0,0,0,0,7.7,-14.96038961
BALresults/p4MZBrcU.csvSelepe L.CAP,BALresults/p4MZBrcU.csv,Selepe L.,CAP,0,1,1,7:19,0,1,0,0,0,1,0,0,-5,0,1,0,0,0,0,0,0,7.316666667,1.393257403
BALresults/p4MZBrcU.csvWhitbread D.CAP,BALresults/p4MZBrcU.csv,Whitbread D.,CAP,0,0,0,4:52,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,4.866666667,-18.13253425
BALresults/QuXzOljP.csvThomas C.REG,BALresults/QuXzOljP.csv,Thomas C.,REG,38,4,4,38:23:00,13,21,9,13,4,8,8,8,-2,1,3,4,1,2,0,0,0,38.38333333,38.67626574
BALresults/QuXzOljP.csvRandle J.USM,BALresults/QuXzOljP.csv,Randle J.,USM,32,2,3,35:10:00,12,20,8,14,4,6,4,4,8,1,1,2,3,7,0,0,0,35.16666667,28.99905213
BALresults/QuXzOljP.csvFiler A.REG,BALresults/QuXzOljP.csv,Filer A.,REG,21,3,2,37:44:00,8,15,5,8,3,7,2,4,-12,1,2,5,0,6,0,0,0,37.73333333,9.287146643
BALresults/QuXzOljP.csvThomas I.USM,BALresults/QuXzOljP.csv,Thomas I.,USM,17,7,1,28:44:00,6,12,1,3,5,9,0,0,9,0,7,3,0,1,1,0,0,28.73333333,21.24716937
BALresults/QuXzOljP.csvLahyani F.USM,BALresults/QuXzOljP.csv,Lahyani F.,USM,11,5,3,23:22,2,2,1,1,1,1,6,8,2,0,5,5,0,3,0,0,0,23.36666667,16.88174037
BALresults/QuXzOljP.csvSlimane R.USM,BALresults/QuXzOljP.csv,Slimane R.,USM,9,5,3,30:54:00,2,7,2,2,0,5,5,6,8,1,4,2,2,0,0,0,0,30.9,15.06469256
BALresults/QuXzOljP.csvGhayaza M.USM,BALresults/QuXzOljP.csv,Ghayaza M.,USM,8,4,1,26:31:00,3,4,3,4,0,0,2,2,-1,1,3,1,1,1,0,0,0,26.51666667,15.57676933
BALresults/QuXzOljP.csvKambuy P.REG,BALresults/QuXzOljP.csv,Kambuy P.,REG,6,3,0,20:20,3,3,3,3,0,0,0,3,-17,1,2,2,0,0,0,0,0,20.33333333,11.39572131
BALresults/QuXzOljP.csvKamka-Chomke U.REG,BALresults/QuXzOljP.csv,Kamka-Chomke U.,REG,6,4,1,19:40,2,4,2,3,0,1,2,4,12,1,3,3,1,1,0,0,0,19.66666667,10.85155932
BALresults/QuXzOljP.csvHagumintwari S.REG,BALresults/QuXzOljP.csv,Hagumintwari S.,REG,5,1,2,12:42,2,4,1,2,1,2,0,0,11,1,0,2,1,1,0,0,0,12.7,17.27503937
BALresults/QuXzOljP.csvBouallegue A.USM,BALresults/QuXzOljP.csv,Bouallegue A.,USM,3,1,3,17:49,1,3,0,0,1,3,0,0,12,0,1,4,1,0,0,0,0,17.81666667,9.16142189
BALresults/QuXzOljP.csvGraham D.REG,BALresults/QuXzOljP.csv,Graham D.,REG,3,7,3,25:58:00,1,3,1,2,0,1,1,1,-21,2,5,4,1,5,0,0,0,25.96666667,1.002708601
BALresults/QuXzOljP.csvChennoufi Z.USM,BALresults/QuXzOljP.csv,Chennoufi Z.,USM,2,2,1,7:53,0,3,0,1,0,2,2,2,-1,1,1,1,0,0,0,0,0,7.883333333,6.027906977
BALresults/QuXzOljP.csvChouaya L.USM,BALresults/QuXzOljP.csv,Chouaya L.,USM,2,1,3,14:49,1,3,1,1,0,2,0,0,6,1,0,3,1,1,0,0,0,14.81666667,6.69712036
BALresults/QuXzOljP.csvMahemli H.USM,BALresults/QuXzOljP.csv,Mahemli H.,USM,0,0,1,10:36,0,2,0,0,0,2,0,0,-14,0,0,0,0,0,0,0,0,10.6,-4.122924528
BALresults/QuXzOljP.csvMarnaoui O.USM,BALresults/QuXzOljP.csv,Marnaoui O.,USM,0,0,0,4:12,0,2,0,0,0,2,0,0,-4,0,0,0,0,0,0,0,0,4.2,-18.66190476
BALresults/QuXzOljP.csvNdayisaba D.REG,BALresults/QuXzOljP.csv,Ndayisaba D.,REG,0,7,2,29:52:00,0,6,0,3,0,3,0,0,0,1,6,0,0,2,0,1,0,29.86666667,-4.893348214
BALresults/QuXzOljP.csvNshobozwabyosenumukiza J.REG,BALresults/QuXzOljP.csv,Nshobozwabyosenumukiza J.,REG,0,3,1,15:23,0,5,0,1,0,4,0,0,4,1,2,1,1,0,0,0,0,15.38333333,-3.636793066
BALresults/rcmHps9R.csvSaleh E. A.ALA,BALresults/rcmHps9R.csv,Saleh E. A.,ALA,21,6,3,30:51:00,8,15,6,8,2,7,3,6,13,0,6,3,0,1,0,0,0,30.85,22.15818476
BALresults/rcmHps9R.csvOmot N.ALA,BALresults/rcmHps9R.csv,Omot N.,ALA,16,3,2,31:03:00,4,8,4,7,0,1,8,10,-1,0,3,3,2,0,0,0,0,31.05,22.2610306
BALresults/rcmHps9R.csvAmayo K.STA,BALresults/rcmHps9R.csv,Amayo K.,STA,15,3,5,33:33:00,5,11,3,6,2,5,3,7,-7,2,1,4,2,5,0,1,0,33.55,11.7490313
BALresults/rcmHps9R.csvBerthe S.STA,BALresults/rcmHps9R.csv,Berthe S.,STA,14,5,4,35:22:00,4,17,3,9,1,8,5,6,-7,1,4,4,0,3,0,2,0,35.36666667,3.008482564
BALresults/rcmHps9R.csvDiarra A.STA,BALresults/rcmHps9R.csv,Diarra A.,STA,13,10,1,24:10:00,5,12,5,11,0,1,3,4,-3,5,5,5,0,2,2,1,0,24.16666667,19.22242759
BALresults/rcmHps9R.csvThompson M.ALA,BALresults/rcmHps9R.csv,Thompson M.,ALA,12,2,4,28:23:00,3,9,3,3,0,6,6,9,4,1,1,5,0,2,0,0,0,28.38333333,8.537686436
BALresults/rcmHps9R.csvFakuade M.ALA,BALresults/rcmHps9R.csv,Fakuade M.,ALA,10,4,2,20:36,3,5,2,4,1,1,3,4,-2,2,2,3,1,2,1,0,0,20.6,22.45
BALresults/rcmHps9R.csvWilkins J. W.STA,BALresults/rcmHps9R.csv,Wilkins J. W.,STA,8,6,0,21:20,1,6,0,1,1,5,5,6,-3,0,6,4,0,0,0,0,0,21.33333333,8.221734375
BALresults/rcmHps9R.csvFoster G. C.STA,BALresults/rcmHps9R.csv,Foster G. C.,STA,7,3,6,20:10,2,4,2,3,0,1,3,6,-4,1,2,2,0,1,0,0,0,20.16666667,17.9565124
BALresults/rcmHps9R.csvSissouma B.STA,BALresults/rcmHps9R.csv,Sissouma B.,STA,7,5,0,16:21,2,5,1,2,1,3,2,2,0,2,3,1,0,1,0,0,0,16.35,15.35944954
BALresults/rcmHps9R.csvWebster C.ALA,BALresults/rcmHps9R.csv,Webster C.,ALA,7,3,2,18:10,3,9,2,6,1,3,0,0,-1,0,3,4,0,4,0,1,0,18.16666667,-5.309834862
BALresults/rcmHps9R.csvChinyelu R.STA,BALresults/rcmHps9R.csv,Chinyelu R.,STA,5,3,0,18:09,1,4,1,4,0,0,3,4,-4,2,1,3,3,2,1,0,0,18.15,12.31052342
BALresults/rcmHps9R.csvKeita M.STA,BALresults/rcmHps9R.csv,Keita M.,STA,4,4,3,18:53,1,4,1,4,0,0,2,2,-2,0,4,1,0,2,0,0,0,18.88333333,5.291491615
BALresults/rcmHps9R.csvSaid S.ALA,BALresults/rcmHps9R.csv,Said S.,ALA,4,3,1,8:03,2,4,2,4,0,0,0,0,-1,0,3,1,1,1,0,1,0,8.05,19.2626087
BALresults/rcmHps9R.csvIsmail A.ALA,BALresults/rcmHps9R.csv,Ismail A.,ALA,3,5,0,13:15,1,1,1,1,0,0,1,2,-2,2,3,2,0,2,0,0,0,13.25,7.020603774
BALresults/rcmHps9R.csvOraby O.ALA,BALresults/rcmHps9R.csv,Oraby O.,ALA,2,5,0,17:38,1,4,1,3,0,1,0,2,12,1,4,4,0,2,3,1,0,17.63333333,-1.856937618
BALresults/rcmHps9R.csvZahran A.ALA,BALresults/rcmHps9R.csv,Zahran A.,ALA,2,5,3,17:54,1,2,1,1,0,1,0,0,10,1,4,2,1,1,0,0,0,17.9,11.97882682
BALresults/rcmHps9R.csvEl Gendy A.ALA,BALresults/rcmHps9R.csv,El Gendy A.,ALA,1,1,0,7:18,0,1,0,0,0,1,1,2,-2,0,1,0,0,1,0,0,0,7.3,-7.072054795
BALresults/rcmHps9R.csvAboelnasr M.ALA,BALresults/rcmHps9R.csv,Aboelnasr M.,ALA,0,0,0,6:49,0,1,0,1,0,0,0,0,-5,0,0,0,0,0,0,0,0,6.816666667,-5.749144254
BALresults/rcmHps9R.csvKeita M.STA,BALresults/rcmHps9R.csv,Keita M.,STA,0,0,0,12:02,0,3,0,1,0,2,0,0,5,0,0,4,0,0,0,0,0,18.88333333,5.291491615
BALresults/rcV6m8EC.csvHarouna A.ABI,BALresults/rcV6m8EC.csv,Harouna A.,ABI,25,6,1,38:34:00,9,19,4,8,5,11,2,2,7,1,5,3,2,5,0,0,0,38.56666667,17.31946413
BALresults/rcV6m8EC.csvFofana M.ABI,BALresults/rcV6m8EC.csv,Fofana M.,ABI,21,10,1,31:21:00,7,16,4,8,3,8,4,4,2,0,10,1,0,1,0,0,0,31.35,22.39192982
BALresults/rcV6m8EC.csvStoglin T.DOU,BALresults/rcV6m8EC.csv,Stoglin T.,DOU,21,0,1,35:13:00,7,18,6,11,1,7,6,8,-6,0,0,2,2,3,0,1,0,35.21666667,11.62395646
BALresults/rcV6m8EC.csvCrawford C.DOU,BALresults/rcV6m8EC.csv,Crawford C.,DOU,17,7,3,36:54:00,5,12,2,5,3,7,4,6,-3,0,7,4,1,3,0,1,0,36.9,13.2297832
BALresults/rcV6m8EC.csvKonate S.ABI,BALresults/rcV6m8EC.csv,Konate S.,ABI,9,7,2,30:53:00,2,8,1,3,1,5,4,4,-1,1,6,3,2,4,0,1,0,30.88333333,6.906216945
BALresults/rcV6m8EC.csvOchereobia M.DOU,BALresults/rcV6m8EC.csv,Ochereobia M.,DOU,9,10,1,25:50:00,4,9,4,9,0,0,1,2,3,5,5,3,0,3,1,1,0,25.83333333,11.79030968
BALresults/rcV6m8EC.csvRobinson A. D. J.ABI,BALresults/rcV6m8EC.csv,Robinson A. D. J.,ABI,8,5,6,26:06:00,3,7,3,4,0,3,2,4,12,0,5,4,1,3,1,0,0,26.1,11.44731801
BALresults/rcV6m8EC.csvMaluach K.DOU,BALresults/rcV6m8EC.csv,Maluach K.,DOU,7,11,1,20:24,3,4,2,2,1,2,0,0,-4,4,7,2,0,3,0,0,0,20.4,18.07078431
BALresults/rcV6m8EC.csvKra U.ABI,BALresults/rcV6m8EC.csv,Kra U.,ABI,6,0,1,10:33,2,5,1,2,1,3,1,2,6,0,0,3,4,1,0,0,0,10.55,26.31345972
BALresults/rcV6m8EC.csvBoissy J.DOU,BALresults/rcV6m8EC.csv,Boissy J.,DOU,5,2,2,17:11,1,11,0,4,1,7,2,2,-6,0,2,3,4,1,0,0,0,17.18333333,2.816333657
BALresults/rcV6m8EC.csvOsei B.DOU,BALresults/rcV6m8EC.csv,Osei B.,DOU,4,2,0,14:10,2,5,2,5,0,0,0,2,-9,1,1,1,1,2,0,2,0,14.16666667,-0.219247059
BALresults/rcV6m8EC.csvBile C.ABI,BALresults/rcV6m8EC.csv,Bile C.,ABI,3,1,0,8:39,1,4,1,2,0,2,1,2,4,1,0,1,0,2,0,0,0,8.65,-10.48369942
BALresults/rcV6m8EC.csvDienf M.DOU,BALresults/rcV6m8EC.csv,Dienf M.,DOU,3,0,0,0:24,1,1,0,0,1,1,0,0,5,0,0,1,0,0,0,0,0,0.4,301.2325
BALresults/rcV6m8EC.csvKone F.ABI,BALresults/rcV6m8EC.csv,Kone F.,ABI,2,2,2,13:54,1,3,1,2,0,1,0,0,-6,2,0,0,0,1,0,0,0,13.9,7.292589928
BALresults/rcV6m8EC.csvNdiaye B.DOU,BALresults/rcV6m8EC.csv,Ndiaye B.,DOU,2,5,0,15:33,1,5,1,2,0,3,0,2,-3,1,4,1,0,2,0,0,0,15.55,-8.873440514
BALresults/rcV6m8EC.csvNdour A.DOU,BALresults/rcV6m8EC.csv,Ndour A.,DOU,2,2,4,22:49,1,5,1,5,0,0,0,2,0,1,1,2,4,1,0,0,0,22.81666667,9.156289262
BALresults/rcV6m8EC.csvObekpa C.ABI,BALresults/rcV6m8EC.csv,Obekpa C.,ABI,2,8,4,34:06:00,1,1,1,1,0,0,0,0,5,2,6,3,2,2,4,0,0,34.1,14.55947214
BALresults/rcV6m8EC.csvFall S. D.DOU,BALresults/rcV6m8EC.csv,Fall S. D.,DOU,0,5,0,11:32,0,1,0,1,0,0,0,0,-7,2,3,1,0,0,0,0,0,11.53333333,5.734421965
BALresults/rcV6m8EC.csvKone M.ABI,BALresults/rcV6m8EC.csv,Kone M.,ABI,0,0,1,2:46,0,1,0,1,0,0,0,0,3,0,0,1,0,1,0,0,0,2.766666667,-27.31951807
BALresults/rcV6m8EC.csvSylla H.ABI,BALresults/rcV6m8EC.csv,Sylla H.,ABI,0,1,0,3:08,0,1,0,1,0,0,0,0,-2,1,0,0,0,1,0,0,0,3.133333333,-17.20117021
BALresults/SlJ2J8bt.csvDiarra A.STA,BALresults/SlJ2J8bt.csv,Diarra A.,STA,22,10,2,26:09:00,8,16,8,16,0,0,6,12,20,4,6,4,5,2,0,1,0,26.15,36.00898662
BALresults/SlJ2J8bt.csvKonate S.ABI,BALresults/SlJ2J8bt.csv,Konate S.,ABI,19,8,1,28:21:00,5,8,1,3,4,5,5,5,-21,2,6,2,1,5,0,0,0,28.35,24.85347443
BALresults/SlJ2J8bt.csvHarouna A.ABI,BALresults/SlJ2J8bt.csv,Harouna A.,ABI,15,3,0,28:40:00,4,13,3,4,1,9,6,6,-19,0,3,4,1,6,0,1,0,28.66666667,1.03594186
BALresults/SlJ2J8bt.csvWilkins J. W.STA,BALresults/SlJ2J8bt.csv,Wilkins J. W.,STA,12,3,0,14:08,4,5,2,2,2,3,2,2,-5,1,2,2,0,2,0,0,0,14.13333333,30.29122642
BALresults/SlJ2J8bt.csvTraore N.STA,BALresults/SlJ2J8bt.csv,Traore N.,STA,11,2,1,13:18,4,7,3,5,1,2,2,2,2,0,2,2,1,0,0,1,0,13.3,34.22233083
BALresults/SlJ2J8bt.csvBerthe S.STA,BALresults/SlJ2J8bt.csv,Berthe S.,STA,10,2,7,28:15:00,4,11,2,6,2,5,0,0,16,0,2,4,3,4,0,0,0,28.25,11.41182301
BALresults/SlJ2J8bt.csvKeita M.STA,BALresults/SlJ2J8bt.csv,Keita M.,STA,10,6,4,21:48,4,7,2,3,2,4,0,0,9,1,5,4,2,1,0,0,0,21.8,25.97330275
BALresults/SlJ2J8bt.csvKra U.ABI,BALresults/SlJ2J8bt.csv,Kra U.,ABI,10,3,1,14:07,3,6,1,3,2,3,2,2,1,0,3,1,0,0,0,0,0,14.11666667,28.26361275
BALresults/SlJ2J8bt.csvAmayo K.STA,BALresults/SlJ2J8bt.csv,Amayo K.,STA,8,5,8,29:20:00,4,12,4,7,0,5,0,0,16,1,4,1,0,2,0,1,0,29.33333333,9.565431818
BALresults/SlJ2J8bt.csvChinyelu R.STA,BALresults/SlJ2J8bt.csv,Chinyelu R.,STA,8,13,2,25:27:00,4,8,4,8,0,0,0,1,13,4,9,2,3,2,1,0,0,25.45,22.94715128
BALresults/SlJ2J8bt.csvDiarra I.ABI,BALresults/SlJ2J8bt.csv,Diarra I.,ABI,8,2,0,11:47,2,7,2,6,0,1,4,6,6,0,2,0,1,1,1,0,0,11.78333333,16.26636492
BALresults/SlJ2J8bt.csvBile C.ABI,BALresults/SlJ2J8bt.csv,Bile C.,ABI,6,3,0,10:25,2,8,2,6,0,2,2,4,-8,1,2,3,0,2,0,1,0,10.41666667,-9.650304
BALresults/SlJ2J8bt.csvRobinson A. D. J.ABI,BALresults/SlJ2J8bt.csv,Robinson A. D. J.,ABI,6,8,8,25:40:00,2,6,2,4,0,2,2,6,-15,2,6,0,1,1,1,0,0,25.66666667,19.93301299
BALresults/SlJ2J8bt.csvFofana M.ABI,BALresults/SlJ2J8bt.csv,Fofana M.,ABI,5,2,1,32:09:00,2,8,1,3,1,5,0,0,-12,1,1,2,1,0,1,1,0,32.15,4.222395023
BALresults/SlJ2J8bt.csvBrigeforth B.STA,BALresults/SlJ2J8bt.csv,Brigeforth B.,STA,4,2,1,14:16,2,3,2,3,0,0,0,0,10,1,1,2,0,0,2,0,0,14.26666667,18.59130841
BALresults/SlJ2J8bt.csvKonate T.STA,BALresults/SlJ2J8bt.csv,Konate T.,STA,3,0,0,6:50,1,3,0,1,1,2,0,0,5,0,0,0,1,1,0,1,0,6.833333333,8.676146341
BALresults/SlJ2J8bt.csvKeita M.STA,BALresults/SlJ2J8bt.csv,Keita M.,STA,2,2,3,20:29,1,6,1,5,0,1,0,0,9,1,1,2,0,2,0,0,0,21.8,25.97330275
BALresults/SlJ2J8bt.csvKone M.ABI,BALresults/SlJ2J8bt.csv,Kone M.,ABI,2,5,0,26:41:00,1,3,1,3,0,0,0,0,-17,2,3,2,0,4,0,0,0,26.68333333,-4.493628982
BALresults/SlJ2J8bt.csvKone F.ABI,BALresults/SlJ2J8bt.csv,Kone F.,ABI,0,1,3,14:20,0,2,0,1,0,1,0,0,-4,0,1,1,2,1,0,0,0,14.33333333,5.377744186
BALresults/SlJ2J8bt.csvObekpa C.ABI,BALresults/SlJ2J8bt.csv,Obekpa C.,ABI,0,0,1,5:43,0,1,0,1,0,0,0,0,-3,0,0,2,1,2,1,0,0,5.716666667,-9.370495627
BALresults/SlJ2J8bt.csvSissouma B.STA,BALresults/SlJ2J8bt.csv,Sissouma B.,STA,0,0,0,0:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,#DIV/0!
BALresults/SlJ2J8bt.csvSylla H.ABI,BALresults/SlJ2J8bt.csv,Sylla H.,ABI,0,0,0,2:07,0,0,0,0,0,0,0,0,-3,0,0,1,0,0,0,0,0,2.116666667,-8.113700787
BALresults/SrGhS3sB.csvMorais C.PET,BALresults/SrGhS3sB.csv,Morais C.,PET,34,6,2,35:38:00,11,18,3,6,8,12,4,7,6,3,3,1,0,1,0,0,0,35.63333333,38.49813845
BALresults/SrGhS3sB.csvOmot N.ALA,BALresults/SrGhS3sB.csv,Omot N.,ALA,25,2,2,34:14:00,8,18,3,9,5,9,4,5,3,0,2,2,0,5,1,1,0,34.23333333,16.22918208
BALresults/SrGhS3sB.csvWebster C.ALA,BALresults/SrGhS3sB.csv,Webster C.,ALA,22,3,8,28:58:00,7,10,1,1,6,9,2,3,12,0,3,1,0,0,0,0,0,28.96666667,40.47079402
BALresults/SrGhS3sB.csvIsmail A.ALA,BALresults/SrGhS3sB.csv,Ismail A.,ALA,17,7,0,25:31:00,8,11,8,9,0,2,1,2,3,3,4,3,0,0,0,0,0,25.51666667,28.26936643
BALresults/SrGhS3sB.csvDundao C.PET,BALresults/SrGhS3sB.csv,Dundao C.,PET,13,2,4,23:08,4,8,1,3,3,5,2,2,2,0,2,3,1,1,0,0,0,23.13333333,23.88073487
BALresults/SrGhS3sB.csvThompson M.ALA,BALresults/SrGhS3sB.csv,Thompson M.,ALA,13,2,3,32:45:00,4,7,0,0,4,7,1,1,-13,0,2,2,2,0,0,0,0,32.75,20.97203053
BALresults/SrGhS3sB.csvDiabate M.PET,BALresults/SrGhS3sB.csv,Diabate M.,PET,11,1,2,16:25,4,5,3,4,1,1,2,2,-6,0,1,1,0,2,0,0,0,16.41666667,24.91309645
